,Treated_1,Treated_2,Treated_3,Untreated_1,Untreated_2,Untreated_3,Untreated_4
ID=FBgn0260444,386,663,887,410,564,640,546
ID=FBgn0260456,745,755,848,994,830,776,759
ID=FBgn0260458,710,1490,2045,554,1053,1238,1231
ID=FBgn0260461,84,137,173,108,142,124,137
ID=FBgn0260462,5685,7297,9970,6187,8185,8022,6687
ID=FBgn0260463,4073,6865,8493,4585,6604,6097,5597
ID=FBgn0260464,191,275,346,225,205,270,247
ID=FBgn0260467,360,445,617,348,442,461,480
ID=FBgn0260468,583,882,1048,611,744,763,887
ID=FBgn0260475,1097,1502,2001,1146,1240,1236,1073
ID=FBgn0260484,1215,1221,1665,902,907,851,802
ID=FBgn0260486,2009,1943,2210,2773,3527,2693,3041
ID=FBgn0260487,1189,792,1026,828,738,530,775
ID=FBgn0260632,1689,2156,2964,2233,2626,2421,3063
ID=FBgn0260634,2417,3192,3769,2878,3278,2517,2558
ID=FBgn0260635,8987,11615,15846,8996,12138,10959,11146
ID=FBgn0260639,906,1266,1619,759,1019,1099,1113
ID=FBgn0260648,288,353,435,273,268,355,283
ID=FBgn0260655,876,848,1097,932,950,951,1148
ID=FBgn0260658,62,79,110,105,169,103,56
ID=FBgn0260659,601,634,842,489,586,559,733
ID=FBgn0260722,536,432,497,548,452,439,466
ID=FBgn0260741,162,227,313,150,210,224,186
ID=FBgn0260742,1742,2197,2921,1811,2311,2127,1993
ID=FBgn0260743,216,277,350,231,290,323,409
ID=FBgn0260744,598,801,993,506,610,773,789
ID=FBgn0260745,3688,6329,8399,6116,9017,8934,8493
ID=FBgn0260746,1164,1628,2345,920,1373,1503,877
ID=FBgn0260747,2359,2441,3141,2627,3085,2611,2362
ID=FBgn0260748,4936,5701,6985,5439,6847,5758,6729
ID=FBgn0260749,769,694,942,848,946,821,1093
ID=FBgn0260750,202,250,302,160,175,207,285
ID=FBgn0260755,375,502,594,359,426,511,459
ID=FBgn0260756,90,75,129,84,128,134,110
ID=FBgn0260759,267,401,539,281,339,420,434
ID=FBgn0260760,267,401,539,281,339,420,434
ID=FBgn0260767,339,451,576,350,415,376,431
ID=FBgn0260768,133,237,313,107,160,170,173
ID=FBgn0260771,243,321,410,345,317,338,250
ID=FBgn0260779,1370,2055,2591,1323,1674,1822,1586
ID=FBgn0260789,1136,1470,1835,1066,1487,1213,1170
ID=FBgn0260793,3344,1969,2322,2554,1715,1464,1768
ID=FBgn0260794,7765,9777,11318,7268,9472,7413,7375
ID=FBgn0260798,7145,3703,4159,5518,3787,2826,4471
ID=FBgn0260799,1875,1103,1215,1403,1163,987,1621
ID=FBgn0260817,287,481,650,312,376,418,360
ID=FBgn0260855,501,818,1204,670,667,714,730
ID=FBgn0260856,251,397,549,233,294,447,404
ID=FBgn0260857,235,400,474,241,324,353,359
ID=FBgn0260858,677,785,1157,921,819,886,992
ID=FBgn0260859,548,825,1197,655,775,753,729
ID=FBgn0260860,180,275,390,240,202,267,271
ID=FBgn0260861,191,260,412,198,205,260,293
ID=FBgn0260862,195,163,222,193,180,177,207
ID=FBgn0260866,3124,3702,4391,3156,3609,3036,3681
ID=FBgn0260874,228,266,347,194,252,283,280
ID=FBgn0260933,2111,3191,4170,1620,2363,2363,1965
ID=FBgn0260934,6197,7011,8955,7799,9517,7469,8045
ID=FBgn0260935,343,509,585,394,515,507,473
ID=FBgn0260936,2134,3216,3952,3205,3978,3410,3398
ID=FBgn0260938,2456,3375,4187,3027,4217,3313,3046
ID=FBgn0260940,241,350,516,246,290,362,294
ID=FBgn0260941,988,1386,1692,1137,1627,1354,1712
ID=FBgn0260944,808,902,913,613,631,728,924
ID=FBgn0260945,1827,2293,2972,1889,2649,2138,1993
ID=FBgn0260959,1642,1809,2129,2053,2044,1784,2030
ID=FBgn0260960,3251,3131,3911,4573,4256,3679,5493
ID=FBgn0260962,2721,3517,4474,2846,3734,3735,3783
ID=FBgn0260965,710,803,877,899,1174,830,1118
ID=FBgn0260970,8179,11249,14608,9727,11904,11504,9277
ID=FBgn0260972,592,1022,1320,732,1155,1033,1051
ID=FBgn0260985,963,1581,2030,1158,1386,1679,1370
ID=FBgn0260986,6042,9996,12667,6569,10126,9453,8465
ID=FBgn0260987,1551,866,982,1484,949,737,1452
ID=FBgn0260990,3093,5074,6486,3793,6098,5216,5052
ID=FBgn0260991,1783,3162,4215,2066,3190,2772,2539
ID=FBgn0260995,1158,797,910,1005,733,572,522
ID=FBgn0260997,467,289,358,367,307,290,468
ID=FBgn0261004,1614,1888,2600,1743,1673,1628,1653
ID=FBgn0261015,1349,1592,2066,2939,3248,2730,2365
ID=FBgn0261016,1755,2706,3122,1497,2310,2427,3033
ID=FBgn0261019,420,659,825,472,714,698,708
ID=FBgn0261020,1239,1678,2210,952,1563,1820,1850
ID=FBgn0261041,1315,1720,1908,1847,2018,1855,1580
ID=FBgn0261049,289,280,383,338,323,304,309
ID=FBgn0261053,102,193,193,75,97,101,104
ID=FBgn0261064,651,854,1130,779,999,1050,903
ID=FBgn0261065,642,990,1247,702,890,986,897
ID=FBgn0261067,151,218,299,240,285,263,262
ID=FBgn0261068,696,718,831,544,524,635,858
ID=FBgn0261108,683,789,882,802,809,650,691
ID=FBgn0261109,426,598,727,245,399,403,378
ID=FBgn0261111,903,1144,1369,619,1053,1212,1331
ID=FBgn0261112,388,526,818,367,435,474,482
ID=FBgn0261113,14712,18717,25055,15687,18501,15985,13099
ID=FBgn0261119,1124,1791,2497,1342,1835,1766,1901
ID=FBgn0261238,1015,1616,2022,652,1045,848,833
ID=FBgn0261239,860,818,944,840,1029,823,1043
ID=FBgn0261243,7751,8687,11214,8628,9367,8302,9153
ID=FBgn0261244,1555,2209,2666,1391,1705,1602,2262
ID=FBgn0261245,270,458,602,252,377,374,438
ID=FBgn0261258,3630,3814,4979,2862,3177,2477,2271
ID=FBgn0261260,6654,10153,11475,6156,9166,7186,6968
ID=FBgn0261261,992,1511,1644,1274,1913,1635,1821
ID=FBgn0261266,85,121,212,122,115,149,167
ID=FBgn0261268,2461,2579,3149,3108,2857,2533,2654
ID=FBgn0261269,339,274,328,243,222,199,279
ID=FBgn0261270,1653,2532,3460,1986,2492,2755,3000
ID=FBgn0261274,872,891,1245,1036,1103,1064,964
ID=FBgn0261276,2497,3744,5038,2316,3545,3403,3571
ID=FBgn0261278,2152,2334,3002,1693,1735,1781,1868
ID=FBgn0261279,838,1123,1289,826,1091,1001,1062
ID=FBgn0261283,11386,20611,26480,14021,24586,21976,21714
ID=FBgn0261284,87,114,184,19,23,22,26
ID=FBgn0261285,344,452,499,456,687,484,626
ID=FBgn0261286,933,1106,1197,1138,1126,1106,1260
ID=FBgn0261287,1346,1528,1848,1229,1906,1295,1096
ID=FBgn0261353,1448,2122,2512,1527,1726,1842,1725
ID=FBgn0261360,3004,3452,4058,3044,3654,3208,3616
ID=FBgn0261361,456,522,575,505,501,569,615
ID=FBgn0261363,410,819,1070,446,855,850,832
ID=FBgn0261380,343,359,510,344,420,416,432
ID=FBgn0261381,1448,2122,2512,1527,1726,1842,1725
ID=FBgn0261383,1015,1488,1651,1268,1847,1435,1353
ID=FBgn0261385,3465,6390,8071,3620,6033,5372,5493
ID=FBgn0261387,1479,1233,1370,1305,1296,1120,1559
ID=FBgn0261394,1448,2496,3207,1467,1923,2166,2061
ID=FBgn0261396,2115,3081,4067,2036,2505,2579,2579
ID=FBgn0261397,1910,2398,2775,1796,2299,2219,2377
ID=FBgn0261403,2959,1817,1956,2324,2176,1703,2969
ID=FBgn0261436,691,898,1359,730,1043,1038,933
ID=FBgn0261437,251,237,299,201,221,208,350
ID=FBgn0261439,2007,3670,4831,2151,3405,3187,3137
ID=FBgn0261444,1145,1454,1812,885,1186,875,781
ID=FBgn0261445,5416,7853,9807,6851,9492,8927,8536
ID=FBgn0261446,81,88,86,76,99,92,127
ID=FBgn0261456,672,1105,1491,719,1069,911,952
ID=FBgn0261458,5281,7575,9612,4872,8087,7061,7337
ID=FBgn0261461,3007,3401,4343,3559,4546,3643,4040
ID=FBgn0261477,1076,1287,1890,1396,1635,1398,1490
ID=FBgn0261479,424,596,712,419,579,586,591
ID=FBgn0261504,515,701,1007,455,525,755,272
ID=FBgn0261505,487,348,503,459,408,310,576
ID=FBgn0261509,310,331,426,385,385,354,330
ID=FBgn0261524,1645,1981,2534,1956,2248,2058,2344
ID=FBgn0261530,440,631,725,488,579,587,650
ID=FBgn0261532,902,1603,1886,938,1583,1650,1512
ID=FBgn0261535,495,759,1013,576,807,828,904
ID=FBgn0261545,1822,1801,2174,2433,3170,2468,2328
ID=FBgn0261547,437,722,853,715,1155,861,897
ID=FBgn0261549,3033,3483,4557,3357,4191,3466,3309
ID=FBgn0261550,8318,12287,15382,10330,16657,13497,15140
ID=FBgn0261552,4753,3745,4115,14138,13172,10030,10186
ID=FBgn0261553,1121,1601,2052,1507,2158,1760,1559
ID=FBgn0261554,953,1480,1763,1026,1651,1276,1619
ID=FBgn0261555,366,438,431,340,392,278,343
ID=FBgn0261556,3154,4950,6549,3119,4721,3540,3960
ID=FBgn0261560,973,1385,2000,2161,2392,2687,2552
ID=FBgn0261561,114,127,167,80,81,84,83
ID=FBgn0261562,299,453,676,363,513,475,461
ID=FBgn0261563,2395,3346,3732,1560,2533,1967,1362
ID=FBgn0261564,1158,1401,1967,1181,1547,1497,1389
ID=FBgn0261565,700,838,996,780,1235,959,1309
ID=FBgn0261570,3472,5114,6029,3106,4458,3356,3720
ID=FBgn0261573,1943,2971,3723,1894,3055,2552,2822
ID=FBgn0261574,6664,6191,6022,6016,6211,4852,6758
ID=FBgn0261584,69,77,69,271,274,286,493
ID=FBgn0261588,105,101,137,61,70,70,39
ID=FBgn0261592,31150,62306,84474,44899,65208,77647,58406
ID=FBgn0261596,9407,13384,17458,23454,25295,29532,23457
ID=FBgn0261597,24884,54769,67671,33575,53745,62635,41007
ID=FBgn0261599,25767,20664,24627,34182,22657,23749,28707
ID=FBgn0261602,25326,56533,71265,39812,74808,84385,62323
ID=FBgn0261608,14488,17240,20144,19589,16231,20411,20622
ID=FBgn0261610,311,392,523,379,466,350,323
ID=FBgn0261617,6514,9309,10185,8703,13130,8923,7245
ID=FBgn0261618,7957,13586,16476,10071,15715,12086,12462
ID=FBgn0261625,1585,2010,2445,1355,1664,1640,2132
ID=FBgn0261639,165,80,76,176,98,79,157
ID=FBgn0261640,185,94,86,202,86,84,161
ID=FBgn0261641,1566,1984,2586,2084,2500,2263,1953
ID=FBgn0261647,764,1157,1316,1082,1488,1159,1020
ID=FBgn0261671,5743,7956,8936,6115,8553,7153,7935
ID=FBgn0261673,162,180,201,19,30,15,16
ID=FBgn0261674,498,535,635,613,664,565,694
ID=FBgn0261679,140,182,212,137,153,162,162
ID=FBgn0261680,140,182,212,137,153,162,162
ID=FBgn0261703,2537,2666,3354,2397,3329,2407,2910
ID=FBgn0261710,10577,19273,22427,11332,20636,14369,13176
ID=FBgn0261722,1052,1103,1389,788,1019,942,1161
ID=FBgn0261786,459,781,948,613,803,751,740
ID=FBgn0261787,1860,2615,3053,2112,2726,2408,2439
ID=FBgn0261789,1164,1461,1779,1044,995,1235,1115
ID=FBgn0261790,718,854,971,700,583,828,707
ID=FBgn0261791,825,1213,1789,795,997,1293,1192
ID=FBgn0261792,299,386,513,369,456,436,428
ID=FBgn0261793,7533,2890,3648,5534,3281,2723,2389
ID=FBgn0261794,3385,4950,6631,4452,5926,5496,5441
ID=FBgn0261797,7479,12384,12982,7030,11540,9715,10828
ID=FBgn0261801,4161,92,93,1904,112,60,81
ID=FBgn0261802,4022,4489,5231,4448,4871,4288,4426
ID=FBgn0261808,282,299,469,576,627,637,595
ID=FBgn0261811,5555,7143,8353,4270,6170,4442,4477
ID=FBgn0261822,10103,8173,10713,11350,9769,9208,12026
ID=FBgn0261823,1568,2365,3109,1984,2722,2166,2293
ID=FBgn0261836,26459,24288,27866,45152,48813,32445,23322
ID=FBgn0261837,587,641,856,510,594,567,615
ID=FBgn0261838,587,641,856,510,594,567,615
ID=FBgn0261839,313,439,510,303,347,393,401
ID=FBgn0261840,419,614,693,410,497,539,570
ID=FBgn0261841,313,439,510,303,347,393,401
ID=FBgn0261842,313,439,510,303,347,393,401
ID=FBgn0261843,426,633,713,421,513,542,596
ID=FBgn0261844,426,633,713,421,513,542,596
ID=FBgn0261845,426,633,713,421,513,542,596
ID=FBgn0261850,518,900,1152,384,773,781,855
ID=FBgn0261854,1365,1638,2075,1351,1779,1387,1541
ID=FBgn0261859,2768,2801,3133,2680,2802,2184,2232
ID=FBgn0261862,827,1322,1695,901,1623,1556,1748
ID=FBgn0261871,3980,48,60,1871,98,51,3592
ID=FBgn0261872,915,1237,1762,1236,1475,1306,1294
ID=FBgn0261873,1958,3018,3953,2059,3194,2489,1841
ID=FBgn0261881,190,393,508,176,304,390,359
ID=FBgn0261885,8868,15561,18074,10504,18096,12423,11822
ID=FBgn0261928,3030,1740,1917,2340,1435,1240,1398
ID=FBgn0261931,1324,1840,2474,1059,1593,1344,1458
ID=FBgn0261933,488,621,785,598,565,586,708
ID=FBgn0261934,3282,4771,5738,4289,5742,4175,3870
ID=FBgn0261938,896,1416,1753,951,1356,1346,1186
ID=FBgn0261954,4139,5634,6438,4608,6154,4834,4803
ID=FBgn0261955,2650,4063,5125,3602,4969,4243,3551
ID=FBgn0261975,3134,3279,4506,3715,3895,3897,4091
ID=FBgn0261976,136,160,218,124,158,174,177
ID=FBgn0261983,1118,1173,1468,1322,1564,1509,1369
ID=FBgn0261984,1804,2370,3095,1962,2789,2425,2572
ID=FBgn0261985,3912,5091,6138,4313,5543,4953,5183
ID=FBgn0261986,446,467,539,653,641,517,625
ID=FBgn0261988,27375,14882,15167,14392,12618,10130,13731
ID=FBgn0261995,692,935,1290,590,780,819,816
ID=FBgn0262018,23734,11565,11415,10859,8828,7404,11135
ID=FBgn0262026,1299,2188,3010,1812,2533,2344,1945
ID=FBgn0262028,164,104,93,201,163,146,149
ID=FBgn0262035,339,291,347,577,355,452,473
ID=FBgn0262057,469,561,776,1024,1113,1185,1118
ID=FBgn0262081,8804,11939,14343,6982,9938,7777,8635
ID=FBgn0262103,1141,1636,2038,1755,2686,2132,1764
ID=FBgn0262109,23048,22573,25915,24365,25636,21293,21808
ID=FBgn0262111,558,806,1033,684,816,794,729
ID=FBgn0262114,2222,3381,4322,2874,4251,3731,3207
ID=FBgn0262115,496,415,541,452,435,495,547
ID=FBgn0262116,744,386,444,623,489,520,1201
ID=FBgn0262117,1309,817,757,1178,872,718,1329
ID=FBgn0262123,1889,876,984,1459,1052,647,882
ID=FBgn0262124,3116,1685,1901,2671,2395,1761,3191
ID=FBgn0262125,2924,5209,6934,3254,4926,4938,4696
ID=FBgn0262126,3418,4925,6036,3771,4883,4534,4550
ID=FBgn0262127,3816,3913,4964,6076,6416,4804,4357
ID=FBgn0262160,2390,3653,4315,3127,5331,3466,3066
ID=FBgn0262166,264,356,461,243,326,348,319
ID=FBgn0262167,788,874,1191,1037,971,869,913
ID=FBgn0262467,386,465,588,426,450,413,385
ID=FBgn0262473,5020,5947,6765,5411,6408,5172,5929
ID=FBgn0262509,521,354,419,501,430,351,521
ID=FBgn0262510,195,114,132,265,156,131,226
ID=FBgn0262512,544,639,733,596,536,519,558
ID=FBgn0262515,2409,4057,5445,2658,4488,4089,4179
ID=FBgn0262516,440,490,609,474,561,550,599
ID=FBgn0262517,1301,1324,1573,1331,1657,1432,1754
ID=FBgn0262518,1089,1023,1209,1293,1094,972,1163
ID=FBgn0262519,11532,15725,19683,12497,16048,13834,11736
ID=FBgn0262524,224,219,283,171,175,215,251
ID=FBgn0262527,3137,4543,5535,4167,5606,4498,4311
ID=FBgn0262534,989,585,626,609,606,549,1031
ID=FBgn0262559,1672,2656,3436,1874,3161,2994,2854
ID=FBgn0262560,340,432,604,406,464,482,485
ID=FBgn0262570,42,56,40,89,127,106,89
ID=FBgn0262579,5668,6682,8280,8652,10470,8947,8139
ID=FBgn0262582,7087,10914,13642,11196,17101,12037,10048
ID=FBgn0262587,320,258,269,174,213,249,475
ID=FBgn0262588,167,138,191,78,152,156,278
ID=FBgn0262593,1176,852,937,726,648,563,680
ID=FBgn0262598,150,148,165,100,77,91,151
ID=FBgn0262599,215,255,325,173,180,239,336
ID=FBgn0262601,696,1291,1300,779,1069,893,908
ID=FBgn0262604,3812,1549,1942,4113,2285,1810,1354
ID=FBgn0262614,24978,26672,33101,25989,30381,27216,20902
ID=FBgn0262617,1380,1637,2127,1179,1720,1311,1661
ID=FBgn0262619,729,877,1155,861,935,903,1047
ID=FBgn0262620,473,292,391,162,185,188,242
ID=FBgn0262636,94,91,131,78,101,91,127
ID=FBgn0262647,1456,1917,2195,1450,1834,1914,2267
ID=FBgn0262656,4164,3363,4379,5466,4490,3450,2816
ID=FBgn0262699,456,722,815,424,672,576,549
ID=FBgn0262714,886,1561,2007,1141,1859,1453,1318
ID=FBgn0262716,3118,4423,5723,2995,3727,3812,3464
ID=FBgn0262719,874,482,552,791,645,437,667
ID=FBgn0262730,3306,3123,3658,3007,2866,2250,2219
ID=FBgn0262731,128,64,47,81,96,53,112
ID=FBgn0262732,1878,2004,2857,2038,1811,1971,2074
ID=FBgn0262733,743,824,962,182,232,161,154
ID=FBgn0262734,4391,3983,5031,5177,4661,4081,4625
ID=FBgn0262736,19578,20404,24970,21001,18775,17667,22613
ID=FBgn0262737,1430,1352,1540,1465,1474,1137,1580
ID=FBgn0262738,1962,1949,2342,1884,2144,1749,1898
ID=FBgn0262739,7529,6944,8798,9151,9413,7136,7226
ID=FBgn0262740,1250,1346,1808,1432,1836,1483,1516
ID=FBgn0262743,5850,5778,6458,4711,5678,4416,6291
ID=FBgn0262782,2516,4141,5563,1864,3145,3545,2741
ID=FBgn0262794,1895,1582,1930,806,866,1008,2290
ID=FBgn0262801,1345,1751,2437,1439,1582,1544,1631
ID=FBgn0262817,1240,816,982,1938,1653,1120,1165
ID=FBgn0262823,417,383,640,433,375,399,545
ID=FBgn0262846,417,383,640,433,375,399,545
ID=FBgn0262847,146,115,123,127,100,122,123
ID=FBgn0262848,152,138,147,125,102,104,125
ID=FBgn0262849,149,94,108,116,85,101,122
ID=FBgn0262850,156,125,126,131,81,101,137
ID=FBgn0262851,140,110,142,150,70,124,141
ID=FBgn0262852,166,114,136,123,81,109,120
ID=FBgn0262866,645,706,898,751,917,716,673
ID=FBgn0262871,719,880,1162,852,902,812,797
ID=FBgn0262872,2322,3692,4664,2629,4663,3874,3811
ID=FBgn0262886,282,164,174,251,137,180,296
ID=FBgn0262887,385,458,715,302,439,477,409
ID=FBgn0262902,106,134,175,116,118,132,146
ID=FBgn0262937,911,1131,1446,1047,1134,1129,1030
ID=FBgn0262945,436,117,174,137,112,107,213
ID=FBgn0262947,188,245,270,146,184,205,161
ID=FBgn0262952,2748,260,172,307,186,183,1610
ID=FBgn0262954,342,173,274,246,172,154,429
ID=FBgn0262955,2254,3104,3464,1947,2627,2816,2975
ID=FBgn0262970,744,553,669,673,576,624,885
ID=FBgn0262975,2646,2974,3871,2728,3642,2746,2301
ID=FBgn0262976,443,339,418,472,395,336,284
ID=FBgn0263005,665,1017,1196,611,1049,758,706
ID=FBgn0263006,6638,9971,12112,8126,10839,9799,11591
ID=FBgn0263025,133,190,241,99,135,182,232
ID=FBgn0263041,37,60,74,94,154,208,270
ID=FBgn0263048,262,283,353,290,231,251,290
ID=FBgn0263050,723,801,1093,640,734,808,674
ID=FBgn0263051,723,801,1093,640,734,808,674
ID=FBgn0263077,1889,2278,2959,2198,2793,2253,2359
ID=FBgn0263093,1226,1330,1613,688,971,780,922
ID=FBgn0263102,5943,6373,7468,5967,7508,5457,5478
ID=FBgn0263106,2018,2306,2976,2607,3166,2859,2220
ID=FBgn0263108,3103,4575,5852,3424,5665,4259,4030
ID=FBgn0263109,2763,1449,1589,3176,1979,1484,1996
ID=FBgn0263110,1738,2051,2293,2098,2567,1994,2520
ID=FBgn0263111,1022,732,839,901,835,684,854
ID=FBgn0263112,829,561,628,687,669,573,996
ID=FBgn0263113,104,153,170,122,191,187,129
ID=FBgn0263120,4795,5307,6295,4721,5561,5130,6723
ID=FBgn0263121,1916,2508,3407,1472,2203,2294,2663
ID=FBgn0263131,1008,1432,1803,1113,1360,1551,1647
ID=FBgn0263133,393,513,639,449,533,584,541
ID=FBgn0263143,324,398,535,290,419,399,460
ID=FBgn0263144,2970,3926,4772,3148,4331,3300,3119
ID=FBgn0263197,3711,5840,6936,5061,7313,5628,6398
ID=FBgn0263198,1529,2063,2643,2042,2231,1958,1815
ID=FBgn0263199,541,911,1233,465,765,812,851
ID=FBgn0263200,399,731,918,538,830,890,816
ID=FBgn0263220,903,908,1203,941,1101,871,498
ID=FBgn0263231,6175,9429,11564,6809,11368,8148,7363
ID=FBgn0263232,3149,3834,4744,2495,3164,2731,2835
ID=FBgn0263237,405,624,801,340,428,438,465
ID=FBgn0263240,223,361,508,314,417,370,285
ID=FBgn0263241,251,341,474,249,344,341,320
ID=FBgn0263251,513,790,1062,628,661,820,793
ID=FBgn0263256,230,210,281,166,296,188,154
ID=FBgn0263257,1044,631,708,886,872,670,977
ID=FBgn0263260,1349,1265,1720,1419,1112,1395,1497
ID=FBgn0263278,288,348,496,384,442,465,454
ID=FBgn0263289,5185,7877,9641,4823,7468,5824,6074
ID=FBgn0263316,3910,4779,5539,4485,5447,4876,5477
ID=FBgn0263336,103,87,83,192,202,174,182
ID=FBgn0263342,159,133,179,173,156,109,85
ID=FBgn0263346,2061,2496,3118,2412,2714,2154,1963
ID=FBgn0263351,875,1771,2242,1180,1686,1720,1676
ID=FBgn0263352,8230,6552,8426,8069,7190,6639,5881
ID=FBgn0263354,370,528,607,302,466,366,490
ID=FBgn0263355,1345,1887,2208,1714,2432,1868,1956
ID=FBgn0263377,608,990,1326,686,1076,1012,844
ID=FBgn0263378,125,262,323,176,266,193,193
ID=FBgn0263391,5078,5466,6671,5377,6637,5487,5514
ID=FBgn0263392,4604,6645,7864,6448,10670,6571,5462
ID=FBgn0263395,2243,3346,4310,1971,3465,2813,2750
ID=FBgn0263396,12538,10546,12379,14229,12984,10454,13412
ID=FBgn0263397,138,173,196,95,131,116,141
ID=FBgn0263398,425,528,589,461,530,473,480
ID=FBgn0263413,138,102,130,164,149,100,178
ID=FBgn0263445,195,99,150,225,95,79,119
ID=FBgn0263449,21,27,55,85,143,78,112
ID=FBgn0263451,46,82,151,66,180,173,115
ID=FBgn0263457,115,117,105,100,129,109,173
ID=FBgn0263490,2064,2535,2886,1938,2626,1966,1800
ID=FBgn0263504,286,139,172,294,249,186,296
ID=FBgn0263507,243,149,210,203,116,150,193
ID=FBgn0263510,972,1402,1901,1410,1528,1717,1619
ID=FBgn0263563,53,105,129,52,90,79,94
ID=FBgn0263589,429,688,877,475,754,741,760
ID=FBgn0263593,2517,3672,4405,3258,4244,3739,4000
ID=FBgn0263594,12714,14252,17533,12019,13750,13497,12814
ID=FBgn0263598,3416,5579,7102,3230,4658,4890,5042
ID=FBgn0263599,4561,6501,7436,4315,6358,5690,5438
ID=FBgn0263600,615,745,836,638,806,840,928
ID=FBgn0263601,3208,5414,7439,2642,5327,4685,4057
ID=FBgn0263602,448,655,771,459,524,585,531
ID=FBgn0263603,1753,2620,3317,2071,2874,2530,2530
ID=FBgn0263605,288,332,344,310,336,344,398
ID=FBgn0263607,111,77,130,85,103,92,91
ID=FBgn0263619,592,1153,1642,946,1582,1308,1101
ID=FBgn0263620,119,163,169,143,113,113,109
ID=FBgn0263659,255,149,167,510,400,225,155
ID=FBgn0263667,577,952,1135,623,915,778,704
ID=FBgn0263697,507,688,934,494,630,607,603
ID=FBgn0263706,2339,2206,2713,2419,3123,2079,1494
ID=FBgn0263738,216,367,429,227,380,346,361
ID=FBgn0263740,3104,4450,5853,3248,3978,4083,4190
ID=FBgn0263745,164,171,172,160,171,104,175
ID=FBgn0263750,3813,3902,4941,4943,4283,4136,3618
ID=FBgn0263757,216,367,429,227,380,346,361
ID=FBgn0263766,460,1065,1290,588,1240,1067,1152
ID=FBgn0263768,226,188,172,181,153,164,226
ID=FBgn0263773,231,215,306,356,342,306,227
ID=FBgn0263780,28441,17364,18726,21026,16845,14634,20346
ID=FBgn0263782,355,634,743,342,653,525,604
ID=FBgn0263829,615,873,1137,675,865,754,788
ID=FBgn0263831,170,281,359,171,223,236,243
ID=FBgn0263832,982,1432,1848,1126,1282,1417,1222
ID=FBgn0263852,1040,1444,1758,888,1057,1390,1525
ID=FBgn0263855,1469,1460,1798,1567,1610,1464,1711
ID=FBgn0263863,402,730,1086,380,758,738,676
ID=FBgn0263864,1421,1541,1768,1343,1637,1462,1807
ID=FBgn0263873,642,864,894,1192,1765,1333,986
ID=FBgn0263911,898,837,1029,1083,685,779,869
ID=FBgn0263916,2059,3203,4354,1672,2046,2161,2042
ID=FBgn0263929,2742,2486,3263,2964,3311,2370,2002
ID=FBgn0263930,3953,4382,5509,3623,4701,3420,4468
ID=FBgn0263933,1582,2030,2451,1759,2129,2001,2063
ID=FBgn0263967,77,89,101,96,78,112,106
ID=FBgn0263968,2444,4654,5291,2628,4986,3918,4098
ID=FBgn0263974,4050,128,160,1832,150,83,149
ID=FBgn0263977,1547,892,944,1265,817,842,1206
ID=FBgn0263979,2002,2982,3823,2712,2965,3123,3012
ID=FBgn0263981,1034,1289,2069,1097,1294,1400,1011
ID=FBgn0263987,6172,5733,6865,5476,5591,5048,6106
ID=FBgn0263993,2198,2736,3210,2516,3752,2642,1970
ID=FBgn0263995,545,644,857,946,1149,714,573
ID=FBgn0263996,4538,3862,4654,4558,4034,3208,3567
ID=FBgn0263998,1996,2687,3268,2398,2848,2634,2502
ID=FBgn0264001,4075,73,103,2009,154,84,266
ID=FBgn0264006,192,167,207,159,289,147,130
ID=FBgn0264075,1045,1444,1642,1036,1080,1077,980
ID=FBgn0264077,183,304,339,180,238,288,256
ID=FBgn0264078,1366,1317,1804,1198,1364,1267,1202
ID=FBgn0264089,5134,8436,10078,6046,9665,7758,7125
ID=FBgn0264267,547,1145,1658,589,1091,1131,858
ID=FBgn0264270,2073,1547,1943,1622,1552,1219,1531
ID=FBgn0264272,436,755,775,132,143,105,105
ID=FBgn0264291,257,257,337,176,275,301,354
ID=FBgn0264294,1393,1746,2544,1719,1803,1997,2182
ID=FBgn0264302,833,998,1239,474,485,443,467
ID=FBgn0264303,833,998,1239,474,485,443,467
ID=FBgn0264305,1679,2109,2838,1369,2001,1655,1636
ID=FBgn0264307,729,757,1049,720,923,755,804
ID=FBgn0264324,1793,2471,2935,1941,2628,2242,2121
ID=FBgn0264325,167,220,347,190,261,312,263
ID=FBgn0264326,1718,2809,2941,2012,3014,2773,2935
ID=FBgn0264327,148,179,267,203,276,261,206
ID=FBgn0264328,270,329,449,265,228,237,76
ID=FBgn0264353,360,425,534,372,354,393,449
