	sampleGSM461176	sampleGSM461177	sampleGSM461178	sampleGSM461179	sampleGSM461180	sampleGSM461181	sampleGSM461182
ID=FBgn0267143	0	0	0	0	0	0	0
ID=FBgn0267144	0	0	0	0	0	0	0
ID=FBgn0267145	0	1	0	0	1	2	0
ID=FBgn0267146	0	0	0	0	0	0	0
ID=FBgn0267147	0	0	0	0	0	0	0
ID=FBgn0267148	1	2	6	2	4	0	3
ID=FBgn0267149	0	2	0	1	0	0	0
ID=FBgn0267150	0	0	0	0	0	0	0
ID=FBgn0267151	0	2	0	1	0	0	0
ID=FBgn0267152	2	0	3	3	6	3	1
ID=FBgn0267153	12	8	2	53	26	29	3
ID=FBgn0267154	0	0	0	0	0	0	0
ID=FBgn0267155	1	2	0	1	0	2	0
ID=FBgn0267156	0	2	0	1	0	0	0
ID=FBgn0267157	0	0	2	1	0	0	3
ID=FBgn0267158	0	0	0	0	0	2	0
ID=FBgn0267159	0	0	0	0	0	0	0
ID=FBgn0267160	480	427	384	316	318	423	356
ID=FBgn0267161	3	0	2	0	2	2	2
ID=FBgn0267162	0	4	0	1	0	1	0
ID=FBgn0267163	1	0	0	0	0	0	1
ID=FBgn0267164	1688	2355	2589	1694	2702	3641	2235
ID=FBgn0267165	0	0	0	0	0	0	0
ID=FBgn0267166	0	0	0	1	0	0	0
ID=FBgn0267167	0	0	0	0	0	0	1
ID=FBgn0267168	0	0	0	0	2	0	0
ID=FBgn0267169	0	2	0	0	0	0	0
ID=FBgn0267170	0	4	0	0	0	0	0
ID=FBgn0267171	4	4	2	5	2	3	10
ID=FBgn0267172	180	127	100	207	132	107	234
ID=FBgn0267173	0	0	1	1	0	0	0
ID=FBgn0267174	0	0	0	0	0	0	0
ID=FBgn0267175	1	0	0	0	0	0	0
ID=FBgn0267176	0	0	0	0	0	0	0
ID=FBgn0267177	1	2	3	4	3	4	2
ID=FBgn0267178	1	2	0	1	0	3	1
ID=FBgn0267179	1	0	0	0	0	2	2
ID=FBgn0267180	19	53	26	20	32	56	54
ID=FBgn0267181	47	41	71	32	72	61	79
ID=FBgn0267182	0	0	0	0	0	0	0
ID=FBgn0267183	14	19	13	16	19	20	9
ID=FBgn0267184	0	0	0	0	0	0	0
ID=FBgn0267185	0	1	2	1	2	0	4
ID=FBgn0267186	1	0	3	1	2	4	0
ID=FBgn0267187	4	0	7	3	6	1	4
ID=FBgn0267188	0	4	0	0	1	0	0
ID=FBgn0267189	0	0	2	1	0	0	2
ID=FBgn0267190	0	0	0	0	0	0	0
ID=FBgn0267191	0	0	0	2	0	0	1
ID=FBgn0267192	0	0	0	1	0	0	1
ID=FBgn0267193	1	0	0	0	0	0	0
ID=FBgn0267194	0	0	0	0	0	0	0
ID=FBgn0267195	3	2	0	4	0	0	1
ID=FBgn0267196	0	0	0	0	1	0	0
ID=FBgn0267197	3	0	1	1	3	0	1
ID=FBgn0267198	1	0	1	0	2	0	2
ID=FBgn0267199	8	11	10	3	11	7	6
ID=FBgn0267200	4	8	4	1	5	3	4
ID=FBgn0267201	5	10	18	7	13	12	4
ID=FBgn0267202	6	9	6	6	9	9	9
ID=FBgn0267203	2	3	0	3	2	3	1
ID=FBgn0267204	0	0	1	1	0	0	0
ID=FBgn0267205	6	8	2	1	4	13	1
ID=FBgn0267206	1	0	0	0	0	0	1
ID=FBgn0267207	0	0	0	0	0	0	0
ID=FBgn0267208	31	20	22	40	14	22	44
ID=FBgn0267209	0	0	0	0	0	0	0
ID=FBgn0267210	0	0	0	0	0	2	0
ID=FBgn0267211	0	0	0	1	0	1	0
ID=FBgn0267212	0	0	0	0	0	0	0
ID=FBgn0267213	1	2	1	2	0	0	0
ID=FBgn0267214	1	4	5	6	4	5	5
ID=FBgn0267215	0	0	0	1	1	2	2
ID=FBgn0267216	9	4	0	5	3	2	3
ID=FBgn0267217	6	2	0	5	0	0	0
ID=FBgn0267218	0	0	2	0	0	0	0
ID=FBgn0267219	1	0	0	0	2	1	0
ID=FBgn0267220	631	289	305	821	394	458	595
ID=FBgn0267221	8	6	18	12	20	21	10
ID=FBgn0267222	0	2	1	0	0	0	0
ID=FBgn0267223	1	0	0	0	0	0	0
ID=FBgn0267224	0	0	0	0	0	0	0
ID=FBgn0267225	0	0	0	0	0	0	0
ID=FBgn0267226	0	0	0	1	0	0	0
ID=FBgn0267227	0	0	0	0	0	0	0
ID=FBgn0267228	479	622	581	437	521	660	511
ID=FBgn0267229	0	0	0	0	0	0	0
ID=FBgn0267230	13	10	4	7	4	2	8
ID=FBgn0267231	0	0	0	0	0	0	0
ID=FBgn0267232	0	0	0	0	0	0	0
ID=FBgn0267233	0	0	0	1	0	0	0
ID=FBgn0267234	0	0	0	0	0	0	0
ID=FBgn0267235	0	0	0	0	0	0	0
ID=FBgn0267236	0	0	0	0	0	0	0
ID=FBgn0267237	4	6	6	5	4	8	8
ID=FBgn0267238	0	0	0	0	0	0	0
ID=FBgn0267239	12	15	9	7	4	12	13
ID=FBgn0267240	0	0	0	0	0	0	0
ID=FBgn0267241	17	25	31	22	15	38	33
ID=FBgn0267242	47	73	64	49	80	135	79
ID=FBgn0267243	26	29	21	7	15	16	30
ID=FBgn0267244	1	0	0	0	0	0	0
ID=FBgn0267245	0	0	0	0	0	0	0
ID=FBgn0267246	38	68	80	53	71	106	88
ID=FBgn0267247	0	0	0	1	0	0	0
ID=FBgn0267248	0	0	0	0	0	0	0
ID=FBgn0267249	0	0	0	0	0	0	0
ID=FBgn0267252	192	160	151	61	60	94	195
ID=FBgn0267253	86	95	88	83	73	97	83
ID=FBgn0267254	0	0	0	0	0	0	0
ID=FBgn0267255	0	0	0	0	0	0	0
ID=FBgn0267256	0	0	0	0	0	0	0
ID=FBgn0267257	0	1	0	0	0	0	0
ID=FBgn0267258	0	0	0	0	0	0	0
ID=FBgn0267259	5	6	4	6	0	2	5
ID=FBgn0267260	0	0	0	0	0	0	0
ID=FBgn0267261	0	0	0	0	0	0	0
ID=FBgn0267262	0	0	0	0	0	0	0
ID=FBgn0267263	0	0	0	0	0	0	0
ID=FBgn0267264	0	0	0	1	0	0	1
ID=FBgn0267265	0	0	0	0	0	0	0
ID=FBgn0267266	0	0	0	0	0	0	0
ID=FBgn0267267	0	0	0	0	0	2	0
ID=FBgn0267268	0	0	0	1	0	0	0
ID=FBgn0267269	0	0	0	0	0	0	0
ID=FBgn0267270	1	0	0	5	8	2	0
ID=FBgn0267271	0	0	0	0	0	0	0
ID=FBgn0267272	6	3	4	2	9	8	2
ID=FBgn0267273	10	3	1	2	4	7	6
ID=FBgn0267274	0	0	0	0	0	1	0
ID=FBgn0267275	0	0	0	0	0	0	0
ID=FBgn0267276	1	0	2	1	0	0	2
ID=FBgn0267277	22	15	29	29	23	43	18
ID=FBgn0267278	40	39	22	37	57	65	36
ID=FBgn0267279	0	0	0	0	0	3	0
ID=FBgn0267280	13	8	5	12	17	2	20
ID=FBgn0267281	3	24	17	8	42	49	9
ID=FBgn0267282	0	0	0	0	0	0	0
ID=FBgn0267283	0	0	0	0	0	0	0
ID=FBgn0267284	0	0	0	0	0	0	0
ID=FBgn0267285	0	0	0	0	0	0	0
ID=FBgn0267286	1	0	2	1	0	4	1
ID=FBgn0267287	0	0	0	0	0	0	0
ID=FBgn0267288	0	0	0	0	0	0	0
ID=FBgn0267289	0	0	0	0	0	0	0
ID=FBgn0267290	1	3	0	2	0	0	0
ID=FBgn0267291	0	0	0	0	0	0	0
ID=FBgn0267292	0	0	0	0	0	0	0
ID=FBgn0267293	0	0	0	0	0	0	0
ID=FBgn0267294	4	2	0	1	0	0	1
ID=FBgn0267295	0	0	0	0	0	0	0
ID=FBgn0267296	1	2	0	4	4	9	0
ID=FBgn0267297	0	0	1	0	0	1	0
ID=FBgn0267298	0	0	0	0	0	0	0
ID=FBgn0267299	62	36	22	52	35	38	56
ID=FBgn0267300	31	16	8	19	14	16	19
ID=FBgn0267301	4	1	2	4	2	4	5
ID=FBgn0267302	47	33	50	46	41	54	29
ID=FBgn0267303	0	0	0	0	0	0	0
ID=FBgn0267304	0	0	0	0	0	0	0
ID=FBgn0267305	0	0	0	0	0	0	0
ID=FBgn0267306	0	0	0	0	0	0	0
ID=FBgn0267307	0	0	0	1	0	1	0
ID=FBgn0267308	0	2	0	0	1	0	0
ID=FBgn0267309	0	0	0	0	0	0	0
ID=FBgn0267310	0	1	0	0	0	0	0
ID=FBgn0267311	0	0	0	0	0	0	0
ID=FBgn0267312	0	0	0	0	0	0	0
ID=FBgn0267313	0	0	0	0	0	0	0
ID=FBgn0267314	0	0	0	0	0	0	0
ID=FBgn0267315	0	0	0	0	0	0	0
ID=FBgn0267316	0	0	0	0	0	0	0
ID=FBgn0267317	0	0	0	0	0	2	0
ID=FBgn0267318	0	0	2	1	0	0	1
ID=FBgn0267319	0	0	0	0	0	1	1
ID=FBgn0267320	0	0	0	1	2	0	2
ID=FBgn0267321	0	0	1	0	0	0	0
ID=FBgn0267322	0	2	5	0	0	1	1
ID=FBgn0267323	0	0	0	0	0	0	0
ID=FBgn0267326	0	0	0	0	0	2	0
ID=FBgn0267327	0	0	0	0	0	0	0
ID=FBgn0267330	3087	3481	4287	3222	4121	5416	4443
ID=FBgn0267336	3668	4280	3002	2522	2619	3353	2205
ID=FBgn0267337	6	1	6	4	4	2	9
ID=FBgn0267339	230	232	246	146	207	248	333
ID=FBgn0267347	597	457	431	613	536	584	446
ID=FBgn0267348	10522	19170	17124	9548	19062	23072	15836
ID=FBgn0267350	2865	5896	4694	2682	5433	6418	4559
ID=FBgn0267351	537	745	586	589	736	963	563
ID=FBgn0267363	2	0	0	1	0	2	1
ID=FBgn0267365	257	262	243	345	316	332	364
ID=FBgn0267366	1	0	3	2	0	6	2
ID=FBgn0267376	315	368	324	225	299	345	387
ID=FBgn0267378	3011	2544	2711	2634	2750	3465	3057
ID=FBgn0267383	0	0	0	0	0	0	0
ID=FBgn0267384	819	770	797	814	879	1065	824
ID=FBgn0267385	5015	8331	7789	5341	8730	11203	7087
ID=FBgn0267390	2138	3149	2734	1758	2847	3494	2631
ID=FBgn0267398	2783	1617	1854	2637	1625	1853	2322
ID=FBgn0267399	0	0	0	0	0	0	0
ID=FBgn0267400	0	0	0	0	0	0	0
ID=FBgn0267408	2745	3753	3599	3110	4591	5900	3000
ID=FBgn0267411	0	0	0	0	0	0	0
ID=FBgn0267412	0	0	0	0	0	0	0
ID=FBgn0267413	0	0	0	0	0	0	0
ID=FBgn0267417	0	0	0	0	0	0	0
ID=FBgn0267418	0	0	0	0	0	0	0
ID=FBgn0267419	0	0	0	0	0	0	0
ID=FBgn0267420	0	0	0	0	0	0	0
ID=FBgn0267422	0	0	0	0	0	0	0
ID=FBgn0267423	0	0	0	0	0	0	0
ID=FBgn0267424	0	0	0	0	0	0	0
ID=FBgn0267425	1366	2290	2668	1893	3625	4349	2354
ID=FBgn0267426	0	0	0	0	0	0	0
ID=FBgn0267427	0	0	0	0	0	0	0
ID=FBgn0267428	15946	9172	6744	19669	7041	8022	7882
ID=FBgn0267429	34533	31758	28706	35804	29445	36061	24359
ID=FBgn0267430	14472	7635	5820	17599	5816	6184	6377
ID=FBgn0267431	71950	64764	52157	96617	61687	71124	64834
ID=FBgn0267432	4969	2035	1681	6522	2157	2206	2404
ID=FBgn0267433	1528	1276	823	1945	993	1301	1199
ID=FBgn0267435	59	76	72	45	81	104	71
ID=FBgn0267438	0	0	0	0	0	0	0
ID=FBgn0267439	30	19	31	66	20	17	50
ID=FBgn0267440	5	0	0	6	0	2	0
ID=FBgn0267441	0	2	0	1	0	0	1
ID=FBgn0267442	0	0	0	0	2	0	0
ID=FBgn0267443	28	29	31	20	20	18	31
ID=FBgn0267444	0	0	0	0	0	0	0
ID=FBgn0267445	0	0	0	0	0	0	0
ID=FBgn0267446	0	0	0	0	0	0	0
ID=FBgn0267447	16	12	14	12	25	30	23
ID=FBgn0267448	3000	3831	4061	3342	4333	5650	4816
ID=FBgn0267449	13584	9683	8206	25653	12519	12606	11812
ID=FBgn0267450	1075	1703	1443	832	1569	2063	1362
ID=FBgn0267451	114	207	184	109	199	267	152
ID=FBgn0267452	43	106	80	27	60	84	84
ID=FBgn0267453	0	2	0	2	0	2	0
ID=FBgn0267454	57	63	60	61	37	56	67
ID=FBgn0267455	32	34	26	35	14	31	13
ID=FBgn0267456	541	632	616	506	681	984	556
ID=FBgn0267457	610	781	724	557	802	1123	752
ID=FBgn0267458	21	37	25	18	16	13	21
ID=FBgn0267459	0	0	0	0	0	2	0
ID=FBgn0267460	0	0	0	0	0	0	0
ID=FBgn0267461	1	4	3	11	6	10	13
ID=FBgn0267462	224	310	279	137	280	350	231
ID=FBgn0267463	15	28	10	14	21	14	23
ID=FBgn0267464	361	362	399	318	407	590	364
ID=FBgn0267465	4	2	4	2	4	11	3
ID=FBgn0267468	351	691	771	477	859	1180	659
ID=FBgn0267469	1	0	7	2	1	3	2
ID=FBgn0267470	50	66	59	112	80	126	44
ID=FBgn0267471	0	0	0	0	0	0	0
ID=FBgn0267472	243	267	239	174	208	292	245
ID=FBgn0267473	47	25	15	59	22	32	35
ID=FBgn0267474	1	2	0	1	0	0	1
ID=FBgn0267475	0	0	0	0	0	0	0
ID=FBgn0267476	0	0	0	0	0	0	0
ID=FBgn0267477	25	13	20	16	19	23	22
ID=FBgn0267478	5	4	10	1	5	11	5
ID=FBgn0267479	0	0	0	0	0	0	0
ID=FBgn0267480	1	6	4	0	1	2	1
ID=FBgn0267481	195	364	325	172	354	413	311
ID=FBgn0267482	0	0	0	0	0	0	0
ID=FBgn0267483	10	8	10	4	7	8	9
ID=FBgn0267484	4	10	10	11	12	23	6
ID=FBgn0267485	2128	3510	3251	1724	3325	4464	2944
ID=FBgn0267486	1	0	0	0	0	0	0
ID=FBgn0267487	3243	4767	3966	2672	3979	5649	4071
ID=FBgn0267488	1657	2580	2208	2738	3883	4785	2671
ID=FBgn0267489	97	37	30	137	34	24	42
ID=FBgn0267490	0	0	0	0	0	0	0
ID=FBgn0267491	0	0	0	0	0	0	0
ID=FBgn0267492	0	0	0	0	0	0	0
ID=FBgn0267493	0	0	0	0	0	0	0
ID=FBgn0267494	0	0	0	0	0	0	0
ID=FBgn0267495	2	2	2	3	4	0	1
ID=FBgn0267496	49	187	523	259	678	334	164
ID=FBgn0267497	39803	62737	38839	46568	40843	41923	2330
ID=FBgn0267498	30428	50214	34516	29087	32818	36830	3396
ID=FBgn0267499	353	271	553	1243	656	349	270
ID=FBgn0267500	40	196	540	227	627	327	173
ID=FBgn0267501	29472	48959	33415	28308	30890	35256	3320
ID=FBgn0267502	360	289	527	1238	626	372	259
ID=FBgn0267503	38	200	517	263	603	345	170
ID=FBgn0267504	56642	130617	82315	67884	83356	93981	4430
ID=FBgn0267505	70585	112693	74287	77474	73777	79072	6196
ID=FBgn0267506	32160	51134	35806	31743	34328	37723	3824
ID=FBgn0267507	86910	180630	117024	98325	115748	130183	8234
ID=FBgn0267508	3694	1754	1442	5981	1748	1360	149
ID=FBgn0267509	105	9	2	409	12	4	4
ID=FBgn0267510	4	0	1	22	2	0	0
ID=FBgn0267511	18974	29234	23018	24408	24194	25114	2252
ID=FBgn0267512	378	260	535	1221	699	354	295
ID=FBgn0267513	281	33	30	462	35	30	2
ID=FBgn0267514	306	68	31	1214	47	28	130
ID=FBgn0267515	7881	3418	2070	8073	2299	2300	145
ID=FBgn0267516	36734	27318	18373	40935	19356	19078	1914
ID=FBgn0267517	106	2	3	418	10	1	2
ID=FBgn0267518	6	0	0	24	1	0	3
ID=FBgn0267519	25041	23144	15935	30652	17516	16163	858
ID=FBgn0267520	2746	285	242	3481	318	177	163
ID=FBgn0267521	18949	14842	10392	18687	10563	10866	1225
ID=FBgn0267522	17138	12229	7859	20807	8638	8065	515
ID=FBgn0267523	230	118	255	831	358	198	15
ID=FBgn0267524	24	79	242	115	335	196	0
ID=FBgn0267525	242	210	281	270	209	292	202
ID=FBgn0267526	0	0	0	0	0	0	0
ID=FBgn0267527	29	55	38	23	43	82	29
ID=FBgn0267528	9	9	9	12	12	7	9
ID=FBgn0267529	86	109	153	98	122	200	118
ID=FBgn0267530	201	260	247	185	325	355	282
ID=FBgn0267531	1167	1771	1754	1355	2482	3050	1847
ID=FBgn0267532	78	122	134	78	136	177	98
ID=FBgn0267533	86	99	86	60	82	113	77
ID=FBgn0267534	5506	14196	16926	6580	13171	17785	16922
ID=FBgn0267535	258	592	599	244	752	857	566
ID=FBgn0267536	0	0	0	0	0	0	0
ID=FBgn0267537	0	0	0	0	0	0	0
ID=FBgn0267538	0	0	0	0	0	0	0
ID=FBgn0267539	0	0	0	0	0	0	0
ID=FBgn0267540	0	0	0	0	0	0	0
ID=FBgn0267541	0	0	0	0	0	0	0
ID=FBgn0267542	0	0	0	0	0	0	0
ID=FBgn0267543	0	0	0	0	0	0	0
ID=FBgn0267544	0	0	0	0	0	0	0
ID=FBgn0267545	121	320	269	124	264	300	353
ID=FBgn0267546	0	0	0	0	0	0	0
ID=FBgn0267547	0	0	0	0	0	0	0
ID=FBgn0267548	0	0	0	0	0	0	1
ID=FBgn0267549	16	29	28	25	22	15	51
ID=FBgn0267550	0	0	0	0	0	0	0
ID=FBgn0267551	61	42	62	44	67	78	36
ID=FBgn0267552	146	207	251	169	247	371	200
ID=FBgn0267553	1	2	0	2	2	1	1
ID=FBgn0267554	2	0	0	3	1	0	1
ID=FBgn0267555	148	146	137	147	148	157	135
ID=FBgn0267556	1132	1930	1676	960	1578	1927	1590
ID=FBgn0267557	8	3	8	5	6	11	4
ID=FBgn0267558	0	0	0	0	0	0	0
ID=FBgn0267559	0	0	0	0	0	0	0
ID=FBgn0267560	0	0	0	0	0	0	0
ID=FBgn0267561	0	0	0	1	0	0	0
ID=FBgn0267562	0	0	0	0	0	0	0
ID=FBgn0267563	0	0	0	0	0	0	0
ID=FBgn0267564	0	0	0	0	0	0	0
ID=FBgn0267565	0	0	0	0	0	0	0
ID=FBgn0267566	0	0	1	1	0	0	0
ID=FBgn0267567	107	93	70	144	77	112	101
ID=FBgn0267568	297	154	179	564	330	434	256
ID=FBgn0267569	1	0	4	2	3	0	2
ID=FBgn0267570	14	17	4	20	7	8	9
ID=FBgn0267571	4	5	6	6	4	8	1
ID=FBgn0267572	103	70	72	83	90	108	90
ID=FBgn0267573	0	0	0	0	0	0	0
ID=FBgn0267574	8	9	4	2	6	2	13
ID=FBgn0267575	0	0	0	0	0	0	0
ID=FBgn0267576	0	2	0	0	0	0	0
ID=FBgn0267577	0	0	0	0	0	0	0
ID=FBgn0267578	6	13	1	5	0	6	7
ID=FBgn0267579	0	0	0	0	0	1	0
ID=FBgn0267580	0	0	0	0	0	0	0
ID=FBgn0267581	0	3	2	0	0	0	0
ID=FBgn0267582	0	2	0	1	0	4	1
ID=FBgn0267585	58	45	35	69	33	45	65
ID=FBgn0267586	1	3	4	0	2	3	1
ID=FBgn0267587	174	104	164	185	118	124	266
ID=FBgn0267588	7012	9475	10175	5071	8314	10842	8617
ID=FBgn0267589	43	43	46	51	45	75	56
ID=FBgn0267590	368	805	548	289	693	742	511
ID=FBgn0267591	86	103	135	180	177	248	183
ID=FBgn0267592	12	12	1	17	3	9	4
ID=FBgn0267593	0	0	0	0	0	0	0
ID=FBgn0267594	0	0	0	0	0	0	0
ID=FBgn0267595	0	0	0	0	0	0	0
ID=FBgn0267596	0	0	0	0	0	0	0
ID=FBgn0267597	0	0	0	1	0	0	0
ID=FBgn0267598	0	0	0	0	0	0	1
ID=FBgn0267599	0	0	0	0	0	0	0
ID=FBgn0267600	6	7	5	8	7	4	2
ID=FBgn0267601	1060	1231	874	972	954	1166	680
ID=FBgn0267602	5	4	0	0	0	0	1
ID=FBgn0267603	0	0	0	0	0	0	0
ID=FBgn0267604	3	4	0	5	7	6	2
ID=FBgn0267605	32	45	40	45	39	43	43
ID=FBgn0267606	3	2	1	2	3	4	5
ID=FBgn0267607	0	0	0	0	0	0	0
ID=FBgn0267608	0	0	0	0	0	0	0
ID=FBgn0267609	0	0	0	0	0	0	0
ID=FBgn0267610	0	0	0	0	0	0	0
ID=FBgn0267611	56	71	43	54	43	53	65
ID=FBgn0267612	0	0	0	0	0	0	0
ID=FBgn0267613	66	126	137	79	152	203	140
ID=FBgn0267614	215	242	269	212	266	265	258
ID=FBgn0267615	24	25	9	35	6	13	13
ID=FBgn0267616	3	0	0	2	0	0	2
ID=FBgn0267617	10	2	16	9	16	12	8
ID=FBgn0267618	0	0	0	0	0	0	0
ID=FBgn0267619	2	4	0	2	0	3	3
ID=FBgn0267620	1	0	0	0	0	0	0
ID=FBgn0267621	2	2	0	1	2	2	0
ID=FBgn0267622	3	5	8	3	6	16	1
ID=FBgn0267623	0	0	0	1	0	0	0
ID=FBgn0267624	293	376	238	275	288	291	223
ID=FBgn0267625	5	6	0	1	0	3	5
ID=FBgn0267626	2	14	5	1	1	4	3
ID=FBgn0267627	4	2	2	2	2	0	0
ID=FBgn0267628	0	0	0	0	0	0	0
ID=FBgn0267629	0	0	0	0	0	0	0
ID=FBgn0267630	214	306	269	238	262	417	250
ID=FBgn0267631	40	83	68	102	91	87	155
ID=FBgn0267632	229	247	324	218	347	417	222
ID=FBgn0267633	0	0	0	1	0	2	1
ID=FBgn0267634	0	0	0	0	0	0	0
ID=FBgn0267635	130	122	131	387	283	313	174
ID=FBgn0267636	0	0	0	0	0	0	0
ID=FBgn0267637	0	0	0	0	0	0	0
ID=FBgn0267638	0	0	0	0	0	2	0
ID=FBgn0267639	0	0	0	0	0	0	0
ID=FBgn0267640	0	0	0	0	0	0	0
ID=FBgn0267641	32	19	20	23	14	19	17
ID=FBgn0267642	0	0	0	0	0	0	0
ID=FBgn0267643	64	55	35	74	29	33	13
ID=FBgn0267644	128	87	62	97	58	64	9
ID=FBgn0267645	0	0	0	0	0	0	0
ID=FBgn0267646	0	0	0	0	0	0	0
ID=FBgn0267647	2	2	6	0	0	1	0
ID=FBgn0267648	622	762	807	657	784	1017	918
ID=FBgn0267649	622	762	807	657	784	1017	918
ID=FBgn0267650	283	292	301	295	340	460	295
ID=FBgn0267651	283	292	301	295	340	460	295
ID=FBgn0267652	283	292	301	295	340	460	295
ID=FBgn0267653	0	0	0	0	0	0	0
ID=FBgn0267655	35	57	26	40	24	35	31
ID=FBgn0267656	86	43	40	38	27	20	47
ID=FBgn0267657	0	0	0	0	0	0	1
ID=FBgn0267658	0	0	0	0	0	0	0
ID=FBgn0267659	0	0	2	1	0	0	0
ID=FBgn0267660	2	0	0	2	0	2	1
ID=FBgn0267661	518	695	638	592	706	806	610
ID=FBgn0267662	0	0	0	0	0	0	0
ID=FBgn0267663	0	0	0	0	0	0	0
ID=FBgn0267664	5	1	1	4	3	2	0
ID=FBgn0267665	7	9	4	2	2	0	4
ID=FBgn0267666	1	2	5	1	2	3	3
ID=FBgn0267667	37	45	46	52	63	66	78
ID=FBgn0267668	70	48	61	70	70	54	39
ID=FBgn0267671	0	0	0	0	0	0	0
ID=FBgn0267672	0	0	0	0	2	0	0
ID=FBgn0267673	0	0	0	0	0	0	0
ID=FBgn0267674	0	0	0	0	0	0	0
ID=FBgn0267675	0	0	0	1	0	0	0
ID=FBgn0267676	183	198	259	180	331	390	173
ID=FBgn0267677	0	0	0	0	0	0	0
ID=FBgn0267678	0	0	0	0	0	0	0
ID=FBgn0267679	21	7	8	17	22	11	17
ID=FBgn0267680	0	0	0	0	0	0	0
ID=FBgn0267681	1	0	0	1	0	0	0
ID=FBgn0267682	8	4	4	5	7	13	8
ID=FBgn0267683	0	0	0	0	0	0	0
ID=FBgn0267684	227	266	204	196	190	215	234
ID=FBgn0267685	1	0	0	0	2	0	0
ID=FBgn0267686	0	0	0	0	0	0	0
ID=FBgn0267687	1	0	0	0	0	0	0
ID=FBgn0267688	0	0	0	0	0	0	1
ID=FBgn0267689	0	0	0	0	0	0	0
ID=FBgn0267690	0	2	0	0	0	0	1
ID=FBgn0267691	0	0	2	1	2	0	0
ID=FBgn0267692	1	0	0	0	2	0	0
ID=FBgn0267693	550	792	728	781	1124	1539	687
ID=FBgn0267694	0	0	0	0	0	0	0
ID=FBgn0267695	0	0	0	1	0	0	0
ID=FBgn0267696	0	0	0	1	0	0	0
ID=FBgn0267697	4	15	11	2	4	7	17
ID=FBgn0267698	2802	3352	3033	2266	2979	3839	2987
ID=FBgn0267701	0	0	0	0	0	0	0
ID=FBgn0267702	25	37	33	22	40	37	28
ID=FBgn0267703	12	14	10	11	11	22	12
ID=FBgn0267704	14219	10691	8399	19177	11558	13060	11616
ID=FBgn0267705	13	10	5	5	9	19	7
ID=FBgn0267706	0	0	0	0	0	0	0
ID=FBgn0267707	0	0	0	1	0	0	0
ID=FBgn0267708	1	1	1	1	2	0	1
ID=FBgn0267709	0	0	0	0	0	0	3
ID=FBgn0267710	0	0	0	0	0	0	0
ID=FBgn0267711	155	210	209	374	347	431	319
ID=FBgn0267712	146	273	225	141	245	325	224
ID=FBgn0267713	0	0	0	0	0	0	0
ID=FBgn0267714	1	2	1	1	1	0	2
ID=FBgn0267715	171	141	165	125	139	190	171
ID=FBgn0267716	0	0	0	0	0	0	0
ID=FBgn0267717	181	110	126	92	99	149	106
ID=FBgn0267719	0	0	0	0	0	0	0
ID=FBgn0267720	0	0	0	0	0	0	0
ID=FBgn0267721	0	0	0	0	0	0	0
ID=FBgn0267722	177	181	172	187	169	201	232
ID=FBgn0267723	2	2	2	2	2	0	3
ID=FBgn0267724	1	0	2	0	0	0	0
ID=FBgn0267725	2	2	2	1	0	4	0
ID=FBgn0267726	1	0	0	3	2	0	0
ID=FBgn0267728	2	0	4	3	0	2	2
ID=FBgn0267729	2	2	4	5	1	3	1
ID=FBgn0267730	358	389	245	319	212	238	193
ID=FBgn0267731	22	19	23	19	7	13	5
ID=FBgn0267732	2	2	0	1	0	4	0
ID=FBgn0267733	668	680	689	657	555	671	955
ID=FBgn0267734	77	56	58	67	39	41	88
ID=FBgn0267735	158	177	151	118	110	176	168
ID=FBgn0267736	2162	4104	3289	2262	3666	4490	2542
ID=FBgn0267737	1	0	1	0	0	0	0
ID=FBgn0267738	0	0	0	0	0	0	0
ID=FBgn0267739	12	15	19	17	24	50	22
ID=FBgn0267740	6	2	4	6	7	2	8
ID=FBgn0267741	0	0	0	0	0	0	0
ID=FBgn0267742	44	108	99	39	78	124	73
ID=FBgn0267743	74	105	91	131	115	120	85
ID=FBgn0267744	0	0	0	0	0	1	0
ID=FBgn0267745	0	0	0	0	0	0	0
ID=FBgn0267746	0	0	0	0	0	0	0
ID=FBgn0267747	0	0	0	0	0	0	0
ID=FBgn0267748	0	0	0	0	0	0	0
ID=FBgn0267749	0	0	0	0	0	0	0
ID=FBgn0267750	152	228	253	192	266	369	248
ID=FBgn0267751	5	9	7	6	13	18	8
ID=FBgn0267752	3	4	0	2	1	4	0
ID=FBgn0267753	2	1	5	1	0	0	2
ID=FBgn0267754	15	13	23	28	48	51	27
ID=FBgn0267755	0	0	0	0	0	0	0
ID=FBgn0267756	7	2	1	3	0	0	2
ID=FBgn0267757	0	0	0	0	0	0	0
ID=FBgn0267758	1027	1426	1536	887	1214	1572	1976
ID=FBgn0267759	17	17	4	15	9	5	9
ID=FBgn0267760	7	15	9	9	12	22	19
ID=FBgn0267761	696	1096	911	668	1123	1188	1030
ID=FBgn0267762	53	36	32	62	40	56	79
ID=FBgn0267763	6	10	5	8	0	1	5
ID=FBgn0267764	9	8	4	5	5	5	6
ID=FBgn0267765	170	184	222	152	189	244	159
ID=FBgn0267766	376	434	484	363	537	647	548
ID=FBgn0267767	0	0	2	0	1	0	0
ID=FBgn0267768	123	146	161	166	145	198	156
ID=FBgn0267769	2	4	0	2	0	0	0
ID=FBgn0267770	90	179	151	86	176	219	140
